date,positions,avg_return_pct,best_stock,worst_stock,equity,peak,drawdown_pct
2025-06-13,2,-2.24,恒宝股份(002104) +5.26%,众生药业(002317) -9.73%,674.5621010467262,759.9150624985404,-11.231908099199984
2025-06-16,1,15.76,恒宝股份(002104) +15.76%,恒宝股份(002104) +15.76%,780.8730881716901,780.8730881716901,0.0
2025-12-05,1,-7.62,摩尔线程(688795) -7.62%,摩尔线程(688795) -7.62%,721.3705588530073,780.8730881716901,-7.620000000000006
2025-12-08,1,-8.58,摩尔线程(688795) -8.58%,摩尔线程(688795) -8.58%,659.4769649034193,780.8730881716901,-15.546203999999996
2026-01-05,3,1.55,沃尔核材(002130) +2.12%,中恒电气(002364) +0.68%,669.6988578594223,780.8730881716901,-14.237170161999998
2026-01-06,3,3.81,中百集团(000759) +4.53%,沃尔核材(002130) +2.92%,695.2143843438663,780.8730881716901,-10.969606345172203
2026-01-16,3,0.0,视觉中国(000681) +0.00%,视觉中国(000681) +0.00%,695.2143843438663,780.8730881716901,-10.969606345172203
2026-01-19,9,-1.63,航天电子(600879) +5.07%,引力传媒(603598) -10.01%,683.8823898790613,780.8730881716901,-12.420801761745894
2026-01-20,9,-4.27,航天电子(600879) +4.20%,航天发展(000547) -9.09%,654.6806118312254,780.8730881716901,-16.160433526519338
2026-01-21,5,-1.78,航天电子(600879) +2.79%,视觉中国(000681) -6.67%,643.0272969406296,780.8730881716901,-17.65277780974729
2026-01-22,4,3.38,航天电子(600879) +9.16%,保变电气(600550) -2.38%,664.7616195772229,780.8730881716901,-14.869441699716756
2026-01-23,3,3.57,航天发展(000547) +13.55%,中国长城(000066) -2.71%,688.4936093961298,780.8730881716901,-11.830280768396628
2026-01-26,3,-5.63,蓝箭电子(301348) -2.90%,中国长城(000066) -8.35%,649.7314191871277,780.8730881716901,-16.7942359611359
2026-01-27,3,-6.36,中国西电(601179) -1.97%,蓝箭电子(301348) -10.65%,608.4085009268264,780.8730881716901,-22.08612255400766
2026-01-28,3,-2.91,利欧股份(002131) +0.69%,优刻得(688158) -6.74%,590.7038135498557,780.8730881716901,-24.353416387686043
2026-01-29,4,3.1,利欧股份(002131) +12.59%,优刻得(688158) -7.47%,609.0156317699012,780.8730881716901,-22.008372295704305
2026-01-30,5,0.83,利欧股份(002131) +9.65%,盛和资源(600392) -6.41%,614.0704615135915,780.8730881716901,-21.361041785758648
2026-02-02,5,-3.16,天地在线(002995) +6.52%,盛和资源(600392) -15.69%,594.6658349297619,780.8730881716901,-23.84603286532868
2026-02-03,5,4.37,航天发展(000547) +9.65%,利欧股份(002131) +1.80%,620.6527319161926,780.8730881716901,-20.518104501543533
2026-02-04,5,-2.0,航天发展(000547) +10.06%,浙文互联(600986) -9.14%,608.2396772778687,780.8730881716901,-22.107742411512664
2026-02-05,4,-0.62,浙文互联(600986) +3.54%,浙文互联(600986) -4.79%,604.468591278746,780.8730881716901,-22.59067440856128
2026-02-06,3,-4.14,航天发展(000547) -2.16%,浙文互联(600986) -6.60%,579.4435915998059,780.8730881716901,-25.795420488046837
2026-02-09,4,-0.95,巨力索具(002342) +3.63%,航天发展(000547) -3.68%,573.9388774796078,780.8730881716901,-26.500363993410396
2026-02-10,4,-0.46,引力传媒(603598) +4.33%,航天发展(000547) -7.59%,571.2987586432016,780.8730881716901,-26.8384623190407
2026-02-11,1,-2.37,引力传媒(603598) -2.37%,引力传媒(603598) -2.37%,557.7589780633577,780.8730881716901,-28.572390762079436
2026-02-12,1,1.94,北方稀土(600111) +1.94%,北方稀土(600111) +1.94%,568.5795022377869,780.8730881716901,-27.186695142863776
2026-02-13,4,-2.36,航天发展(000547) -0.14%,欢瑞世纪(000892) -6.06%,555.1610259849751,780.8730881716901,-28.90508913749219
2026-02-24,5,-5.29,利欧股份(002131) +1.33%,欢瑞世纪(000892) -13.99%,525.79300771037,780.8730881716901,-32.666009922118846
2026-02-25,2,-5.61,同花顺(300033) -0.72%,视觉中国(000681) -10.50%,496.2960199778182,780.8730881716901,-36.44344676548798
2026-02-26,2,0.12,航天发展(000547) +2.33%,北方稀土(600111) -2.09%,496.8915752017916,780.8730881716901,-36.367178901606565
2026-02-27,5,3.41,中天科技(600522) +5.66%,航天发展(000547) +0.10%,513.8355779161727,780.8730881716901,-34.19729970215135
2026-03-02,7,3.36,中天科技(600522) +9.50%,北方稀土(600111) -2.86%,531.1004533341562,780.8730881716901,-31.986328972143625
2026-03-03,6,-7.38,华胜天成(600410) -1.73%,北方稀土(600111) -12.49%,491.9052398780956,780.8730881716901,-37.00573789399941
2026-03-04,4,3.64,通鼎互联(002491) +14.90%,航天发展(000547) -6.83%,509.8105906096582,780.8730881716901,-34.712746753340994
2026-03-05,3,4.66,通鼎互联(002491) +10.81%,法尔胜(000890) -1.82%,533.5677641320682,780.8730881716901,-31.670360752046694
2026-03-06,3,-1.09,保变电气(600550) +0.16%,法尔胜(000890) -2.90%,527.7518755030287,780.8730881716901,-32.41515381984938
2026-03-09,4,3.43,拓维信息(002261) +8.79%,特变电工(600089) +1.11%,545.8537648327825,780.8730881716901,-30.09699359587022
2026-03-10,4,2.06,拓维信息(002261) +5.75%,首都在线(300846) -1.00%,557.0983523883378,780.8730881716901,-28.656991663945146
2026-03-11,3,1.97,华工科技(000988) +12.88%,首都在线(300846) -4.95%,568.0731899303881,780.8730881716901,-27.251534399724864
2026-03-12,3,-0.8,豫能控股(001896) +5.73%,航天发展(000547) -7.44%,563.528604410945,780.8730881716901,-27.833522124527065
2026-03-13,5,-3.71,金牛化工(600722) +5.88%,优刻得(688158) -8.49%,542.621693187299,780.8730881716901,-30.510898453707107
2026-03-16,5,-1.3,金牛化工(600722) +15.00%,豫能控股(001896) -14.36%,535.567611175864,780.8730881716901,-31.414256773808923
2026-03-17,2,-0.21,金牛化工(600722) +13.93%,豫能控股(001896) -14.36%,534.4429191923948,780.8730881716901,-31.558286834583914
2026-03-18,1,-7.11,金牛化工(600722) -7.11%,金牛化工(600722) -7.11%,496.44402763781557,780.8730881716901,-36.42449264064499
2026-03-19,5,-3.08,瑞斯康达(603803) +6.51%,赤天化(600227) -11.89%,481.15355158657087,780.8730881716901,-38.38261826731312
2026-03-20,7,-6.37,瑞斯康达(603803) +1.76%,赤天化(600227) -19.62%,450.5040703505063,780.8730881716901,-42.30764548368528
2026-03-23,5,-3.3,中国西电(601179) +2.10%,中远海科(002401) -9.55%,435.63743602893965,780.8730881716901,-44.21149318272366
2026-03-24,4,3.07,瑞斯康达(603803) +7.88%,正泰电器(601877) -1.50%,449.0115053150281,780.8730881716901,-42.498786023433276
2026-03-25,2,3.22,瑞斯康达(603803) +6.43%,正泰电器(601877) +0.00%,463.469675786172,780.8730881716901,-40.64724693338783
2026-03-26,2,2.2,金牛化工(600722) +5.12%,佰维存储(688525) -0.71%,473.66600865346777,780.8730881716901,-39.341486365922364
2026-03-27,3,1.53,金牛化工(600722) +3.36%,佰维存储(688525) -0.95%,480.91309858586584,780.8730881716901,-38.41341110732097
2026-03-30,2,6.34,再升科技(603601) +12.40%,机器人(300024) +0.27%,511.40298903620965,780.8730881716901,-34.50882137152513
2026-03-31,1,-0.27,机器人(300024) -0.27%,机器人(300024) -0.27%,510.02220096581186,780.8730881716901,-34.68564755382202
2026-04-01,1,-5.83,融捷股份(002192) -5.83%,融捷股份(002192) -5.83%,480.28790664950503,780.8730881716901,-38.49347430143419
2026-04-02,1,-3.57,融捷股份(002192) -3.57%,融捷股份(002192) -3.57%,463.1416283821177,780.8730881716901,-40.68925726887299
2026-04-03,1,-2.98,再升科技(603601) -2.98%,再升科技(603601) -2.98%,449.34000785633054,780.8730881716901,-42.45671740226059
2026-04-07,3,-1.86,中远海科(002401) +2.63%,再升科技(603601) -4.57%,440.9822837102028,780.8730881716901,-43.527022458578536
2026-04-08,2,5.18,美诺华(603538) +5.98%,中远海科(002401) +4.38%,463.8251660063913,780.8730881716901,-40.6017222219329
2026-04-09,2,-1.26,利欧股份(002131) -0.37%,美诺华(603538) -2.15%,457.98096891471084,780.8730881716901,-41.35014052193654
2026-04-10,2,3.08,美诺华(603538) +6.65%,利欧股份(002131) -0.50%,472.0867827572839,780.8730881716901,-39.54372485001219
2026-04-13,2,6.78,德明利(001309) +6.96%,佰维存储(688525) +6.60%,504.0942666282278,780.8730881716901,-35.44478939484301
2026-04-14,4,10.52,佰维存储(688525) +20.04%,融捷股份(002192) +2.53%,557.1249834775174,780.8730881716901,-28.653581239180493
2026-04-15,3,0.91,佰维存储(688525) +7.30%,融捷股份(002192) -2.91%,562.1948208271629,780.8730881716901,-28.004328828457027
2026-04-16,2,-0.13,美诺华(603538) +0.90%,佰维存储(688525) -1.17%,561.4639675600876,780.8730881716901,-28.097923200980034
2026-04-17,2,-4.0,宁德时代(300750) -2.58%,美诺华(603538) -5.41%,539.0054088576841,780.8730881716901,-30.97400627294083
2026-04-20,1,-5.15,宁德时代(300750) -5.15%,宁德时代(300750) -5.15%,511.24663030151333,780.8730881716901,-34.52884494988437
2026-04-22,2,2.72,拓维信息(002261) +6.28%,巨力索具(002342) -0.84%,525.1525386457146,780.8730881716901,-32.74802953252122
2026-04-23,2,-0.5,拓维信息(002261) +5.70%,巨力索具(002342) -6.69%,522.526775952486,780.8730881716901,-33.084289384858614
2026-04-29,1,2.36,再升科技(603601) +2.36%,再升科技(603601) +2.36%,534.8584078649646,780.8730881716901,-31.50507861434128
2026-04-30,2,4.49,再升科技(603601) +6.73%,北方稀土(600111) +2.24%,558.8735503781015,780.8730881716901,-28.429656644125213
2026-05-06,2,5.77,北方稀土(600111) +7.02%,北方稀土(600111) +4.52%,591.120554234918,780.8730881716901,-24.30004783249123
2026-05-07,2,3.24,北方稀土(600111) +4.12%,寒武纪(688256) +2.36%,610.2728601921294,780.8730881716901,-21.84736938226394
2026-05-08,2,-2.16,航锦科技(000818) -0.95%,寒武纪(688256) -3.37%,597.0909664119795,780.8730881716901,-23.53546620360703
2026-05-11,2,-6.03,航锦科技(000818) -4.53%,美诺华(603538) -7.53%,561.0863811373371,780.8730881716901,-28.146277591529532
2026-05-12,3,-4.05,通鼎互联(002491) +2.04%,美诺华(603538) -12.89%,538.3623827012749,780.8730881716901,-31.05635334907259
2026-05-13,3,6.74,通鼎互联(002491) +10.00%,佰维存储(688525) +4.95%,574.6480072953408,780.8730881716901,-26.409551564800086
2026-05-14,2,-2.83,瑞斯康达(603803) +2.44%,再升科技(603601) -8.10%,558.3854686888826,780.8730881716901,-28.492161255516248
2026-05-15,1,-6.43,再升科技(603601) -6.43%,再升科技(603601) -6.43%,522.4812830521875,780.8730881716901,-33.090115286786556
